No,Penggunaan Lahan,Kerapatan Sungai,Jenis Tanah,Jarak dari Sungai,Curah Hujan,Kemiringan Lereng,Kelas Banjir,Kapanewon/Kemantren
11724,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Wates
11725,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Wates
11726,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Wates
11727,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Wates
11728,Padang Rumput,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Wates
11729,Padang Rumput,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Wates
11730,Padang Rumput,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Wates
11731,Padang Rumput,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Wates
11732,Padang Rumput,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Wates
11733,Padang Rumput,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Wates
11734,Padang Rumput,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Wates
11735,Padang Rumput,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Wates
11736,Padang Rumput,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Wates
11737,Padang Rumput,"2,27 - 3,10 km/km2",Nitosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Wates
11738,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
11739,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
11740,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Girimulyo
11741,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Girimulyo
11742,Tananman Campuran,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
11743,Tananman Campuran,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Girimulyo
11744,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Girimulyo
11745,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Girimulyo
11746,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
11747,Permukiman,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Girimulyo
11748,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kalibawang
11749,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Kalibawang
11750,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Kalibawang
11751,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Kalibawang
11752,Hutan Lahan Kering,">3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
11753,Hutan Lahan Kering,">3,10 km/km2",Nitosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Kokap
11754,Tananman Campuran,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Nanggulan
11755,Tananman Campuran,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Nanggulan
11756,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Nanggulan
11757,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Nanggulan
11758,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Nanggulan
11759,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Nanggulan
11760,Permukiman,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Tinggi,Nanggulan
11761,Permukiman,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Nanggulan
11762,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Pengasih
11763,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Pengasih
11764,Permukiman,"2,27 - 3,10 km/km2",Nitosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Pengasih
11765,Permukiman,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Pengasih
11766,Hutan Lahan Kering,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Samigaluh
11767,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Samigaluh
11768,Hutan Lahan Kering,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Samigaluh
11769,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Samigaluh
11770,Hutan Lahan Kering,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Samigaluh
11771,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Samigaluh
11772,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Samigaluh
11773,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Rendah,Samigaluh
11774,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Sedang,Samigaluh
11775,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),>40% (Sangat Curam),Rendah,Samigaluh
11776,Padang Rumput,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Samigaluh
11777,Padang Rumput,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Samigaluh
11778,Permukiman,"1,44 - 2,27 km/km2",Fluvisol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Temon
11779,Permukiman,"1,44 - 2,27 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Temon
11780,Permukiman,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Temon
11781,Permukiman,"2,27 - 3,10 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Temon
11782,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Temon
11783,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Temon
11784,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Temon
11785,Padang Rumput,"2,27 - 3,10 km/km2",Fluvisol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),25-40% (Curam),Sedang,Temon
11786,Permukiman,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Wates
11787,Permukiman,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Wates
11788,Permukiman,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Wates
11789,Permukiman,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Wates
11790,Permukiman,"2,27 - 3,10 km/km2",Nitosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Wates
11791,Permukiman,"2,27 - 3,10 km/km2",Nitosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Wates
11792,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11793,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Gamping
11794,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11795,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11796,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11797,Hutan Lahan Kering,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11798,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11799,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11800,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11801,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11802,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11803,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11804,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gamping
11805,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11806,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11807,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gamping
11808,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11809,Hutan Lahan Kering,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11810,Hutan Lahan Kering,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11811,Hutan Lahan Kering,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11812,Hutan Lahan Kering,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11813,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11814,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11815,Hutan Lahan Kering,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11816,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gamping
11817,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11818,Hutan Lahan Kering,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11819,Hutan Lahan Kering,">3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gamping
11820,Hutan Lahan Kering,">3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11821,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11822,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11823,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11824,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11825,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11826,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11827,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11828,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11829,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11830,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11831,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gamping
11832,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11833,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11834,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11835,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11836,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11837,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11838,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gamping
11839,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11840,Tananman Campuran,"2,27 - 3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11841,Tananman Campuran,">3,10 km/km2",Litosol,>500 m (Sangat Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Rendah,Gamping
11842,Tananman Campuran,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11843,Tananman Campuran,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11844,Tananman Campuran,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11845,Tananman Campuran,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11846,Tananman Campuran,">3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11847,Tananman Campuran,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11848,Tananman Campuran,">3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11849,Tananman Campuran,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11850,Tananman Campuran,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11851,Tananman Campuran,">3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11852,Tananman Campuran,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11853,Tananman Campuran,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11854,Tananman Campuran,">3,10 km/km2",Litosol,100 - 250 m (Sedang),1000 - 2000 mm/th (Sedang),15-25% (Agak Curam),Sedang,Gamping
11855,Tananman Campuran,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gamping
11856,Tananman Campuran,">3,10 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11857,Tananman Campuran,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),0-8% (Datar),Sedang,Gamping
11858,Tananman Campuran,">3,10 km/km2",Litosol,250 - 500 m (Jauh),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11859,Tananman Campuran,">3,10 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gamping
11860,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gamping
11861,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11862,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11863,Permukiman,"1,44 - 2,27 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Rendah,Gamping
11864,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Tinggi,Gamping
11865,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11866,Permukiman,"1,44 - 2,27 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11867,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11868,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11869,Permukiman,"1,44 - 2,27 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11870,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11871,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11872,Permukiman,"1,44 - 2,27 km/km2",Litosol,100 - 250 m (Sedang),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11873,Permukiman,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11874,Permukiman,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11875,Permukiman,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11876,Permukiman,"1,44 - 2,27 km/km2",Litosol,250 - 500 m (Jauh),500 - 1000 mm/th (Agak Rendah),25-40% (Curam),Sedang,Gamping
11877,Permukiman,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Rendah,Gamping
11878,Permukiman,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Rendah,Gamping
11879,Permukiman,"2,27 - 3,10 km/km2",Litosol,>500 m (Sangat Jauh),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Rendah,Gamping
11880,Permukiman,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Gamping
11881,Permukiman,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Tinggi,Gamping
11882,Permukiman,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11883,Permukiman,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
11884,Permukiman,"2,27 - 3,10 km/km2",Litosol,0 - 50 m (Sangat Dekat),500 - 1000 mm/th (Agak Rendah),15-25% (Agak Curam),Sedang,Gamping
11885,Permukiman,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),0-8% (Datar),Tinggi,Gamping
11886,Permukiman,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),1000 - 2000 mm/th (Sedang),8-15% (Landai),Sedang,Gamping
11887,Permukiman,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),0-8% (Datar),Sedang,Gamping
11888,Permukiman,"2,27 - 3,10 km/km2",Litosol,50 - 100 m (Dekat),500 - 1000 mm/th (Agak Rendah),8-15% (Landai),Sedang,Gamping
